DocType: Accounting Period,Period Name,期間名稱
DocType: Sales Invoice,Get Advances Received,取得預先付款
DocType: Email Digest,Add/Remove Recipients,添加／刪除收件人
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.js,"To set this Fiscal Year as Default, click on 'Set as Default'",要設定這個財政年度為預設值，點擊“設為預設”
apps/erpnext/erpnext/accounts/report/tds_computation_summary/tds_computation_summary.py,Amount of TDS Deducted,扣除TDS的金額
DocType: Production Plan,Include Subcontracted Items,包括轉包物料
apps/erpnext/erpnext/stock/report/stock_projected_qty/stock_projected_qty.py,Shortage Qty,短缺數量
DocType: Purchase Invoice,Input Service Distributor,輸入服務分銷商
apps/erpnext/erpnext/stock/doctype/item/item.py,Item variant {0} exists with same attributes,項目變種{0}存在具有相同屬性
DocType: Loan,Repay from Salary,從工資償還
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,Requesting payment against {0} {1} for amount {2},請求對付款{0} {1}量{2}
DocType: Additional Salary,Salary Slip,工資單
apps/erpnext/erpnext/support/doctype/issue/issue.py,Allow Resetting Service Level Agreement from Support Settings.,允許從支持設置重置服務水平協議。
DocType: Lead,Lost Quotation,遺失報價
apps/erpnext/erpnext/utilities/user_progress.py,Student Batches,學生批
DocType: Pricing Rule,Margin Rate or Amount,保證金稅率或稅額
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py,'To Date' is required,“至日期”是必需填寫的
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,Actual Qty: Quantity available in the warehouse.,實際數量：存在倉庫內的數量。
DocType: Packing Slip,"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.",產生交貨的包裝單。用於通知箱號，內容及重量。
DocType: Sales Invoice Item,Sales Order Item,銷售訂單項目
DocType: Salary Slip,Payment Days,付款日
DocType: Stock Settings,Convert Item Description to Clean HTML,將項目描述轉換為清理HTML
DocType: Payroll Entry,Deduct Tax For Unclaimed Employee Benefits,扣除未領取僱員福利的稅
DocType: Salary Slip,Total Interest Amount,利息總額
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py,Warehouses with child nodes cannot be converted to ledger,與子節點倉庫不能轉換為分類賬
DocType: BOM,Manage cost of operations,管理作業成本
DocType: Accounts Settings,Stale Days,陳舊的日子
DocType: Travel Itinerary,Arrival Datetime,到達日期時間
DocType: Tax Rule,Billing Zipcode,計費郵編
DocType: Assessment Result Detail,Assessment Result Detail,評價結果詳細
DocType: Employee Education,Employee Education,員工教育
DocType: Service Day,Workday,勞動日
apps/erpnext/erpnext/setup/doctype/terms_and_conditions/terms_and_conditions.py,At least one of the Applicable Modules should be selected,應選擇至少一個適用模塊
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Duplicate item group found in the item group table,在項目組表中找到重複的項目組
apps/erpnext/erpnext/config/quality_management.py,Tree of Quality Procedures.,質量樹程序。
apps/erpnext/erpnext/public/js/controllers/transaction.js,It is needed to fetch Item Details.,需要獲取項目細節。
DocType: Fertilizer,Fertilizer Name,肥料名稱
DocType: Salary Slip,Net Pay,淨收費
DocType: Cash Flow Mapping Accounts,Account,帳戶
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Serial No {0} has already been received,已收到序號{0}
,Requested Items To Be Transferred,將要轉倉的需求項目
DocType: Expense Claim,Vehicle Log,車輛登錄
DocType: Budget,Action if Accumulated Monthly Budget Exceeded on Actual,累計每月預算超出實際的行動
DocType: Salary Component,Create Separate Payment Entry Against Benefit Claim,針對福利申請創建單獨的付款條目
DocType: Vital Signs,Presence of a fever (temp &gt; 38.5 °C/101.3 °F or sustained temp &gt; 38 °C/100.4 °F),發燒（溫度&gt; 38.5°C / 101.3°F或持續溫度&gt; 38°C / 100.4°F）
DocType: Customer,Sales Team Details,銷售團隊詳細
apps/erpnext/erpnext/accounts/page/pos/pos.js,Delete permanently?,永久刪除？
DocType: Expense Claim,Total Claimed Amount,總索賠額
apps/erpnext/erpnext/config/crm.py,Potential opportunities for selling.,潛在的銷售機會。
apps/erpnext/erpnext/hr/doctype/employee_checkin/employee_checkin.py,{} is an invalid Attendance Status.,{}是無效的出勤狀態。
DocType: Shareholder,Folio no.,Folio no。
apps/erpnext/erpnext/accounts/doctype/pricing_rule/utils.py,Invalid {0},無效的{0}
DocType: Email Digest,Email Digest,電子郵件摘要
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,"As raw materials projected quantity is more than required quantity, there is no need to create material request.
			Still if you want to make material request, kindly enable <b>Ignore Existing Projected Quantity</b> checkbox",由於原材料預計數量超過所需數量，因此無需創建物料申請。如果您想要提出物料請求，請啟用<b>忽略現有預計數量</b>複選框
DocType: Delivery Note,Billing Address Name,帳單地址名稱
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Department Stores,百貨
,Item Delivery Date,物品交貨日期
DocType: Selling Settings,Sales Update Frequency,銷售更新頻率
DocType: Production Plan,Material Requested,要求的材料
DocType: Warehouse,PIN,銷
DocType: Bin,Reserved Qty for sub contract,分包合同的保留數量
DocType: Patient Service Unit,Patinet Service Unit,Patinet服務單位
DocType: Sales Invoice,Base Change Amount (Company Currency),基地漲跌額（公司幣種）
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py,No accounting entries for the following warehouses,沒有以下的倉庫會計分錄
apps/erpnext/erpnext/shopping_cart/cart.py,Only {0} in stock for item {1},物品{1}的庫存僅為{0}
DocType: Account,Chargeable,收費
DocType: Company,Change Abbreviation,更改縮寫
DocType: Contract,Fulfilment Details,履行細節
DocType: Employee Onboarding,Activities,活動
DocType: Expense Claim Detail,Expense Date,犧牲日期
DocType: Item,No of Months,沒有幾個月
DocType: Item,Max Discount (%),最大折讓（％）
apps/erpnext/erpnext/accounts/doctype/payment_terms_template/payment_terms_template.py,Credit Days cannot be a negative number,信用日不能是負數
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,Upload a statement,上傳聲明
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Report this item,舉報此項目
DocType: Purchase Invoice Item,Service Stop Date,服務停止日期
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py,Last Order Amount,最後訂單金額
DocType: Cash Flow Mapper,e.g Adjustments for:,例如調整：
apps/erpnext/erpnext/stock/doctype/item/item.py," {0} Retain Sample is based on batch, please check Has Batch No to retain sample of item","{0} 留樣品是基於批次, 請檢查是否有批次不保留專案的樣品"
DocType: Task,Is Milestone,是里程碑
DocType: Certification Application,Yet to appear,尚未出現
DocType: Delivery Stop,Email Sent To,電子郵件發送給
apps/erpnext/erpnext/hr/doctype/employee_benefit_application/employee_benefit_application.py,Salary Structure not found for employee {0} and date {1},未找到員工{0}和日期{1}的薪資結構
DocType: Job Card Item,Job Card Item,工作卡項目
DocType: Accounts Settings,Allow Cost Center In Entry of Balance Sheet Account,允許成本中心輸入資產負債表科目
apps/erpnext/erpnext/accounts/doctype/account/account.js,Merge with Existing Account,與現有帳戶合併
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,All items have already been transferred for this Work Order.,所有項目已經為此工作單轉移。
DocType: Appraisal,"Any other remarks, noteworthy effort that should go in the records.",任何其他言論，值得一提的努力，應該在記錄中。
DocType: Bank Account,Company Account,公司帳號
DocType: Asset Maintenance,Manufacturing User,製造業用戶
DocType: Purchase Invoice,Raw Materials Supplied,提供供應商原物料
DocType: Subscription Plan,Payment Plan,付款計劃
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,Currency of the price list {0} must be {1} or {2},價目表{0}的貨幣必須是{1}或{2}
apps/erpnext/erpnext/config/accounting.py,Subscription Management,訂閱管理
DocType: Appraisal,Appraisal Template,評估模板
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,To Pin Code,要密碼
DocType: Soil Texture,Ternary Plot,三元劇情
DocType: Amazon MWS Settings,Check this to enable a scheduled Daily synchronization routine via scheduler,選中此選項可通過調度程序啟用計劃的每日同步例程
DocType: Item Group,Item Classification,項目分類
DocType: Driver,License Number,許可證號
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Business Development Manager,業務發展經理
DocType: Maintenance Visit Purpose,Maintenance Visit Purpose,維護訪問目的
DocType: Stock Entry,Stock Entry Type,股票進入類型
apps/erpnext/erpnext/healthcare/doctype/patient/patient.js,Invoice Patient Registration,發票患者登記
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.js,General Ledger,總帳
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.js,To Fiscal Year,到財政年度
apps/erpnext/erpnext/selling/doctype/campaign/campaign.js,View Leads,查看訊息
DocType: Item Attribute Value,Attribute Value,屬性值
DocType: POS Closing Voucher Details,Expected Amount,預期金額
apps/erpnext/erpnext/healthcare/doctype/lab_test/lab_test_list.js,Create Multiple,創建多個
,Itemwise Recommended Reorder Level,Itemwise推薦級別重新排序
apps/erpnext/erpnext/hr/utils.py,Employee {0} of grade {1} have no default leave policy,{1}級員工{0}沒有默認離開政策
DocType: Salary Detail,Salary Detail,薪酬詳細
DocType: Email Digest,New Purchase Invoice,新購買發票
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Please select {0} first,請先選擇{0}
apps/erpnext/erpnext/public/js/hub/marketplace.js,Added {0} users,添加了{0}個用戶
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Less Than Amount,少於金額
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.js,"In the case of multi-tier program, Customers will be auto assigned to the concerned tier as per their spent",在多層程序的情況下，客戶將根據其花費自動分配到相關層
DocType: Appointment Type,Physician,醫師
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Batch {0} of Item {1} has expired.,一批項目的{0} {1}已過期。
apps/erpnext/erpnext/stock/doctype/item_price/item_price.py,"Item Price appears multiple times based on Price List, Supplier/Customer, Currency, Item, UOM, Qty and Dates.",物料價格根據價格表，供應商/客戶，貨幣，物料，UOM，數量和日期多次出現。
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,{0} ({1}) cannot be greater than planned quantity ({2}) in Work Order {3},{0}（{1}）不能大於計畫數量 {3} 在工作訂單中（{2}）
DocType: Certification Application,Name of Applicant,申請人名稱
apps/erpnext/erpnext/config/manufacturing.py,Time Sheet for manufacturing.,時間表製造。
DocType: Quick Stock Balance,Quick Stock Balance,快速庫存平衡
apps/erpnext/erpnext/templates/pages/cart.html,Subtotal,小計
apps/erpnext/erpnext/stock/doctype/item/item.py,Cannot change Variant properties after stock transaction. You will have to make a new Item to do this.,股票交易後不能更改Variant屬性。你將不得不做一個新的項目來做到這一點。
apps/erpnext/erpnext/config/integrations.py,GoCardless SEPA Mandate,GoCardless SEPA授權
DocType: Healthcare Practitioner,Charges,收費
DocType: Production Plan,Get Items For Work Order,獲取工作訂單的物品
DocType: Salary Detail,Default Amount,預設數量
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,Warehouse not found in the system,倉庫系統中未找到
DocType: Quality Inspection Reading,Quality Inspection Reading,質量檢驗閱讀
apps/erpnext/erpnext/stock/doctype/stock_settings/stock_settings.py,`Freeze Stocks Older Than` should be smaller than %d days.,`凍結股票早於`應該是少於％d天。
DocType: Tax Rule,Purchase Tax Template,購置稅模板
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py,Earliest Age,最早年齡
apps/erpnext/erpnext/utilities/user_progress.py,Set a sales goal you'd like to achieve for your company.,為您的公司設定您想要實現的銷售目標。
DocType: Quality Goal,Revision,調整
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Healthcare Services,醫療服務
,Project wise Stock Tracking,項目明智的庫存跟踪
DocType: GST HSN Code,Regional,區域性
apps/erpnext/erpnext/config/healthcare.py,Laboratory,實驗室
DocType: UOM Category,UOM Category,UOM類別
DocType: Clinical Procedure Item,Actual Qty (at source/target),實際的數量（於 來源/目標）
DocType: Item Customer Detail,Ref Code,參考代碼
DocType: Accounts Settings,Address used to determine Tax Category in transactions.,用於確定交易中的稅收類別的地址。
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Customer Group is Required in POS Profile,POS Profile中需要客戶組
DocType: HR Settings,Payroll Settings,薪資設置
apps/erpnext/erpnext/config/accounting.py,Match non-linked Invoices and Payments.,核對非關聯的發票和付款。
DocType: POS Settings,POS Settings,POS設置
apps/erpnext/erpnext/templates/pages/cart.html,Place Order,下單
apps/erpnext/erpnext/hotels/doctype/hotel_room_reservation/hotel_room_reservation.js,Create Invoice,創建發票
DocType: Email Digest,New Purchase Orders,新的採購訂單
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py,Root cannot have a parent cost center,root不能有一個父成本中心
DocType: POS Closing Voucher,Expense Details,費用詳情
apps/erpnext/erpnext/public/js/stock_analytics.js,Select Brand...,選擇品牌...
apps/erpnext/erpnext/public/js/setup_wizard.js,Non Profit (beta),非營利（測試版）
apps/erpnext/erpnext/portal/doctype/products_settings/products_settings.py,"Filter Fields Row #{0}: Fieldname <b>{1}</b> must be of type ""Link"" or ""Table MultiSelect""",篩選字段行＃{0}：字段名<b>{1}</b>必須是“鏈接”或“表格MultiSelect”類型
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py,Accumulated Depreciation as on,作為累計折舊
DocType: Employee Tax Exemption Category,Employee Tax Exemption Category,員工免稅類別
apps/erpnext/erpnext/hr/doctype/additional_salary/additional_salary.py,Amount should not be less than zero.,金額不應小於零。
DocType: Sales Invoice,C-Form Applicable,C-表格適用
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Operation Time must be greater than 0 for Operation {0},運行時間必須大於0的操作{0}
DocType: Support Search Source,Post Route String,郵政路線字符串
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Warehouse is mandatory,倉庫是強制性的
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Failed to create website,無法創建網站
DocType: Soil Analysis,Mg/K,鎂/ K
DocType: UOM Conversion Detail,UOM Conversion Detail,計量單位換算詳細
apps/erpnext/erpnext/education/doctype/program/program_dashboard.py,Admission and Enrollment,入學和入學
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js,Retention Stock Entry already created or Sample Quantity not provided,已創建保留庫存條目或未提供“樣本數量”
DocType: Program,Program Abbreviation,計劃縮寫
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,Group by Voucher (Consolidated),按憑證分組（合併）
DocType: HR Settings,Encrypt Salary Slips in Emails,加密電子郵件中的工資單
DocType: Question,Multiple Correct Answer,多個正確的答案
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js,Charges are updated in Purchase Receipt against each item,費用對在採購入庫單內的每個項目更新
DocType: Warranty Claim,Resolved By,議決
apps/erpnext/erpnext/healthcare/doctype/patient_encounter/patient_encounter.js,Schedule Discharge,附表卸貨
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py,Cheques and Deposits incorrectly cleared,支票及存款不正確清除
DocType: Homepage Section Card,Homepage Section Card,主頁卡片
,Amount To Be Billed,開票金額
apps/erpnext/erpnext/accounts/doctype/account/account.py,Account {0}: You can not assign itself as parent account,帳戶{0}：你不能指定自己為父帳戶
DocType: Purchase Invoice Item,Price List Rate,價格列表費率
apps/erpnext/erpnext/utilities/activation.py,Create customer quotes,創建客戶報價
apps/erpnext/erpnext/public/js/controllers/transaction.js,Service Stop Date cannot be after Service End Date,服務停止日期不能在服務結束日期之後
DocType: Item,"Show ""In Stock"" or ""Not in Stock"" based on stock available in this warehouse.",基於倉庫內存貨的狀態顯示「有或」或「無貨」。
apps/erpnext/erpnext/config/manufacturing.py,Bill of Materials (BOM),材料清單（BOM）
DocType: Item,Average time taken by the supplier to deliver,採取供應商的平均時間交付
apps/erpnext/erpnext/education/doctype/assessment_plan/assessment_plan.js,Assessment Result,評價結果
DocType: Employee Transfer,Employee Transfer,員工轉移
apps/erpnext/erpnext/projects/doctype/project/project_dashboard.html,Hours,小時
DocType: Project,Expected Start Date,預計開始日期
DocType: Purchase Invoice,04-Correction in Invoice,04-發票糾正
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,Work Order already created for all items with BOM,已經為包含物料清單的所有料品創建工單
DocType: Bank Account,Party Details,黨詳細
apps/erpnext/erpnext/stock/doctype/item/item.js,Variant Details Report,變體詳細信息報告
DocType: Setup Progress Action,Setup Progress Action,設置進度動作
DocType: Course Activity,Video,視頻
apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py,Buying Price List,買價格表
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js,Remove item if charges is not applicable to that item,刪除項目，如果收費並不適用於該項目
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js,Cancel Subscription,取消訂閱
apps/erpnext/erpnext/assets/doctype/asset_maintenance_log/asset_maintenance_log.py,Please select Maintenance Status as Completed or remove Completion Date,請選擇維護狀態為已完成或刪除完成日期
DocType: Supplier,Default Payment Terms Template,默認付款條款模板
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,Transaction currency must be same as Payment Gateway currency,交易貨幣必須與支付網關貨幣
DocType: Payment Entry,Receive,接受
DocType: Employee Benefit Application Detail,Earning Component,收入組件
apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.py,Processing Items and UOMs,處理物品和UOM
apps/erpnext/erpnext/regional/italy/utils.py,Please set either the Tax ID or Fiscal Code on Company '%s',請在公司&#39;％s&#39;上設置稅號或財務代碼
apps/erpnext/erpnext/templates/pages/rfq.html,Quotations: ,語錄：
DocType: Contract,Partially Fulfilled,部分實現
DocType: Maintenance Visit,Fully Completed,全面完成
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py,"Special Characters except ""-"", ""#"", ""."", ""/"", ""{"" and ""}"" not allowed in naming series",命名系列中不允許使用除“ - ”，“＃”，“。”，“/”，“{”和“}”之外的特殊字符
DocType: Purchase Invoice Item,Is nil rated or exempted,沒有評級或豁免
DocType: Employee,Educational Qualification,學歷
DocType: Workstation,Operating Costs,運營成本
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Currency for {0} must be {1},貨幣{0}必須{1}
DocType: Shift Type,Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,根據分配給此班次的員工的“員工簽到”標記出勤率。
DocType: Asset,Disposal Date,處置日期
DocType: Service Level,Response and Resoution Time,響應和資源時間
DocType: Employee Leave Approver,Employee Leave Approver,員工請假審批
apps/erpnext/erpnext/stock/doctype/item/item.py,Row {0}: An Reorder entry already exists for this warehouse {1},行{0}：一個重新排序條目已存在這個倉庫{1}
apps/erpnext/erpnext/hr/doctype/staffing_plan/staffing_plan.js,Please enter the designation,請輸入名稱
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py,"Cannot declare as lost, because Quotation has been made.",不能聲明為丟失，因為報價已經取得進展。
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,Items for Raw Material Request,原料要求的項目
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,CWIP Account,CWIP賬戶
apps/erpnext/erpnext/hr/doctype/training_event/training_event.js,Training Feedback,培訓反饋
apps/erpnext/erpnext/config/accounting.py,Tax Withholding rates to be applied on transactions.,稅收預扣稅率適用於交易。
DocType: Supplier Scorecard Criteria,Supplier Scorecard Criteria,供應商記分卡標準
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,Please select Start Date and End Date for Item {0},請選擇項目{0}的開始日期和結束日期
,Amount to Receive,收取金額
apps/erpnext/erpnext/education/doctype/student_group_creation_tool/student_group_creation_tool.py,Course is mandatory in row {0},當然是行強制性{0}
apps/erpnext/erpnext/hr/report/employee_leave_balance/employee_leave_balance.py,From date can not be greater than than To date,從日期開始不能大於To date
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,To date cannot be before from date,無效的主名稱
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Non GST Inward Supplies,非消費稅進口供應
DocType: Employee Group Table,Employee Group Table,員工組表
DocType: Packed Item,Prevdoc DocType,Prevdoc的DocType
DocType: Cash Flow Mapper,Section Footer,章節頁腳
apps/erpnext/erpnext/stock/doctype/item/item.js,Add / Edit Prices,新增 / 編輯價格
apps/erpnext/erpnext/hr/doctype/employee_promotion/employee_promotion.py,Employee Promotion cannot be submitted before Promotion Date ,員工晉升不能在晉升日期前提交
DocType: Batch,Parent Batch,父母批
DocType: Batch,Parent Batch,父母批
DocType: Salary Component,Is Flexible Benefit,是靈活的好處
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js,Chart of Cost Centers,成本中心的圖
DocType: Subscription Settings,Number of days after invoice date has elapsed before canceling subscription or marking subscription as unpaid,在取消訂閱或將訂閱標記為未付之前，發票日期之後的天數已過
DocType: Clinical Procedure Template,Sample Collection,樣品收集
,Requested Items To Be Ordered,將要採購的需求項目
DocType: Price List,Price List Name,價格列表名稱
DocType: Delivery Stop,Dispatch Information,發貨信息
apps/erpnext/erpnext/regional/india/utils.py,e-Way Bill JSON can only be generated from submitted document,e-Way Bill JSON只能從提交的文檔中生成
DocType: Blanket Order,Manufacturing,製造
,Ordered Items To Be Delivered,未交貨的訂購項目
DocType: Account,Income,收入
DocType: Industry Type,Industry Type,行業類型
apps/erpnext/erpnext/templates/includes/cart.js,Something went wrong!,出事了！
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Warning: Leave application contains following block dates,警告：離開包含以下日期區塊的應用程式
DocType: Bank Statement Settings,Transaction Data Mapping,交易數據映射
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py,Sales Invoice {0} has already been submitted,銷售發票{0}已提交
DocType: Salary Component,Is Tax Applicable,是否適用稅務？
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py,Fiscal Year {0} does not exist,會計年度{0}不存在
DocType: Purchase Invoice Item,Amount (Company Currency),金額（公司貨幣）
DocType: Program,Is Featured,精選
apps/erpnext/erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js,Fetching...,正在獲取...
DocType: Agriculture Analysis Criteria,Agriculture User,農業用戶
apps/erpnext/erpnext/stock/stock_ledger.py,{0} units of {1} needed in {2} on {3} {4} for {5} to complete this transaction.,{0} {1}在需要{2}在{3} {4}：{5}來完成這一交易單位。
DocType: Fee Schedule,Student Category,學生組
DocType: Announcement,Student,學生
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure/clinical_procedure.js,Stock quantity to start procedure is not available in the warehouse. Do you want to record a Stock Transfer,倉庫中不提供開始操作的庫存數量。你想記錄股票轉移嗎？
apps/erpnext/erpnext/accounts/doctype/promotional_scheme/promotional_scheme.py,New {0} pricing rules are created,創建新的{0}定價規則
DocType: Shipping Rule,Shipping Rule Type,運輸規則類型
apps/erpnext/erpnext/utilities/user_progress.py,Go to Rooms,去房間
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.js,"Company, Payment Account, From Date and To Date is mandatory",公司，付款帳戶，從日期和日期是強制性的
DocType: Company,Budget Detail,預算案詳情
apps/erpnext/erpnext/selling/doctype/sms_center/sms_center.py,Please enter message before sending,在發送前，請填寫留言
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,"Of the supplies shown in 3.1 (a) above, details of inter-State supplies made to unregisterd
	persons, composition taxable persons and UIN holders",上文3.1（a）所示供應品中，向未註冊人，構成應稅人和UIN持有人提供的國家間供應詳情
DocType: Education Settings,Enable LMS,啟用LMS
DocType: Purchase Invoice,DUPLICATE FOR SUPPLIER,供應商重複
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.js,Please save the report again to rebuild or update,請再次保存報告以重建或更新
DocType: Service Level Agreement,Response and Resolution Time,響應和解決時間
apps/erpnext/erpnext/config/retail.py,Point-of-Sale Profile,簡介銷售點的
apps/erpnext/erpnext/agriculture/doctype/soil_texture/soil_texture.py,{0} should be a value between 0 and 100,{0}應該是0到100之間的一個值
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Payment of {0} from {1} to {2},從{1}到{2}的{0}付款
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Inward supplies liable to reverse charge (other than 1 & 2 above),內向物品可能反向充電（上述1和2除外）
apps/erpnext/erpnext/buying/report/procurement_tracker/procurement_tracker.py,Purchase Order Amount(Company Currency),採購訂單金額（公司貨幣）
DocType: Chart of Accounts Importer,Import Chart of Accounts from a csv file,從csv文件導入科目表
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Unsecured Loans,無抵押貸款
DocType: Cost Center,Cost Center Name,成本中心名稱
DocType: HR Settings,Max working hours against Timesheet,最大工作時間針對時間表
DocType: Shift Type,Strictly based on Log Type in Employee Checkin,嚴格基於員工簽入中的日誌類型
DocType: Maintenance Schedule Detail,Scheduled Date,預定日期
DocType: SMS Center,Messages greater than 160 characters will be split into multiple messages,大於160個字元的訊息將被分割成多個訊息送出
DocType: Purchase Receipt Item,Received and Accepted,收貨及允收
,GST Itemised Sales Register,消費稅商品銷售登記冊
DocType: Staffing Plan,Staffing Plan Details,人員配置計劃詳情
,Serial No Service Contract Expiry,序號服務合同到期
DocType: Employee Health Insurance,Employee Health Insurance,員工健康保險
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,You cannot credit and debit same account at the same time,你無法將貸方與借方在同一時間記在同一帳戶
DocType: Vital Signs,Adults' pulse rate is anywhere between 50 and 80 beats per minute.,成年人的脈率在每分鐘50到80次之間。
DocType: Naming Series,Help HTML,HTML幫助
DocType: Student Group Creation Tool,Student Group Creation Tool,學生組創建工具
DocType: Item,Variant Based On,基於變異對
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py,Total weightage assigned should be 100%. It is {0},分配的總權重應為100 ％ 。這是{0}
DocType: Loyalty Point Entry,Loyalty Program Tier,忠誠度計劃層
apps/erpnext/erpnext/utilities/user_progress.py,Your Suppliers,您的供應商
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py,Cannot set as Lost as Sales Order is made.,不能設置為失落的銷售訂單而成。
DocType: Request for Quotation Item,Supplier Part No,供應商部件號
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Reason for hold: ,暫停原因：
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Cannot deduct when category is for 'Valuation' or 'Vaulation and Total',當類是“估值”或“Vaulation和總&#39;不能扣除
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Received From,從......收到
DocType: Lead,Converted,轉換
DocType: Item,Has Serial No,有序列號
DocType: Employee,Date of Issue,發行日期
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,"As per the Buying Settings if Purchase Reciept Required == 'YES', then for creating Purchase Invoice, user need to create Purchase Receipt first for item {0}",根據購買設置，如果需要購買記錄==“是”，則為了創建採購發票，用戶需要首先為項目{0}創建採購憑證
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Row #{0}: Set Supplier for item {1},行＃{0}：設置供應商項目{1}
DocType: Global Defaults,Default Distance Unit,默認距離單位
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.py,Row {0}: Hours value must be greater than zero.,行{0}：小時值必須大於零。
apps/erpnext/erpnext/stock/doctype/item/item.py,Website Image {0} attached to Item {1} cannot be found,網站圖像{0}附加到物品{1}無法找到
DocType: Asset,Assets,資產
