Scheduled to send to {0} recipients,{0}の受信者に送信するようにスケジュール
Scheduler Failed Events,スケジューラ失敗したイベント
School/University,学校/大学
Score (0-5),スコア（0-5）
Score Earned,得点獲得
Score must be less than or equal to 5,スコアが5以下である必要があります
Scrap %,スクラップ％
Seasonality for setting budgets.,予算を設定するための季節。
Secretary,秘書
Secured Loans,担保ローン
Securities & Commodity Exchanges,証券·商品取引所
Securities and Deposits,有価証券及び預金
"See ""Rate Of Materials Based On"" in Costing Section",セクション原価計算の「に基づいて材料の比率」を参照してください。
"Select ""Yes"" for sub - contracting items",サブ用に「はい」を選択 - 項目を契約
"Select ""Yes"" if this item is used for some internal purpose in your company.",この項目があなたの会社にいくつかの内部目的のために使用されている場合は、「はい」を選択します。
"Select ""Yes"" if this item represents some work like training, designing, consulting etc.",この商品は等のコンサルティング、トレーニング、設計、のようないくつかの作業を表す場合は「はい」を選択
"Select ""Yes"" if you are maintaining stock of this item in your Inventory.",あなたがインベントリにこのアイテムのストックを維持する場合は、「はい」を選択します。
"Select ""Yes"" if you supply raw materials to your supplier to manufacture this item.",この項目を製造するためにあなたの供給者に原料を供給した場合、「はい」を選択します。
Select Brand...,ブランドを選択...
Select Budget Distribution to unevenly distribute targets across months.,偏在ヶ月間でターゲットを配布するために予算配分を選択します。
"Select Budget Distribution, if you want to track based on seasonality.",あなたは季節性に基づいて追跡する場合、予算配分を選択します。
Select Company...,会社を選択...
Select DocType,のDocTypeを選択
Select Fiscal Year...,年度選択...
Select Items,項目を選択
Select Project...,プロジェクト]を選択します...
Select Purchase Receipts,購入の領収書を選択する
Select Sales Orders,セールス受注を選択
Select Sales Orders from which you want to create Production Orders.,あなたが製造指図を作成するから販売受注を選択します。
Select Time Logs and Submit to create a new Sales Invoice.,タイムログを選択し、新しい売上請求書を作成し提出してください。
Select Transaction,取引を選択
Select Warehouse...,倉庫を選択...
Select Your Language,あなたの言語を選択
Select account head of the bank where cheque was deposited.,チェックが堆積された銀行の口座ヘッドを選択します。
Select company name first.,最初の会社名を選択します。
Select template from which you want to get the Goals,あなたは目標を取得する元となるテンプレートを選択し
Select the Employee for whom you are creating the Appraisal.,あなたが鑑定を作成している誰のために従業員を選択します。
Select the period when the invoice will be generated automatically,請求書が自動的に生成されます期間を選択
Select the relevant company name if you have multiple companies,あなたが複数の会社を持っているときは、関係する会社名を選択
Select the relevant company name if you have multiple companies.,あなたが複数の会社を持っているときは、関係する会社名を選択します。
Select who you want to send this newsletter to,あなたは、このニュースレターを送りたい人を選択
Select your home country and check the timezone and currency.,自分の国を選択して、タイムゾーン、通貨をご確認ください。
"Selecting ""Yes"" will allow this item to appear in Purchase Order , Purchase Receipt.",「はい」を選択すると、この商品は発注、購入時の領収書に表示することができます。
"Selecting ""Yes"" will allow this item to figure in Sales Order, Delivery Note",「はい」を選択すると、この商品は受注、納品書に把握できるようになります
"Selecting ""Yes"" will allow you to create Bill of Material showing raw material and operational costs incurred to manufacture this item.",「はい」を選択すると、原料と、このアイテムを製造するために発生した運用コストを示す部品表を作成することができます。
"Selecting ""Yes"" will allow you to make a Production Order for this item.",「はい」を選択すると、この項目の製造指図を行うことができます。
"Selecting ""Yes"" will give a unique identity to each entity of this item which can be viewed in the Serial No master.",「はい」を選択すると、シリアル番号のマスターで表示することができます。このアイテムの各エンティティに一意のIDを提供します。
Selling,販売
Selling Settings,[設定]を販売
"Selling must be checked, if Applicable For is selected as {0}",適用のためには次のように選択された場合、販売は、チェックする必要があります{0}
Send,送信
Send Autoreply,自動返信を送信
Send Email,メールを送信
Send From,から送信する
Send Notifications To,に通知を送信する
Send Now,今すぐ送信
Send SMS,SMSを送信
Send To,へ送る
Send To Type,タイプに送る
Send mass SMS to your contacts,連絡先に大量のSMSを送信
Send to this list,このリストに送る
Sender Name,送信者名
Sent On,上に送信
Separate production order will be created for each finished good item.,独立した製造指図は、各完成品のアイテムのために作成されます。
Serial No,シリアル番号
Serial No / Batch,シリアル番号/バッチ
Serial No Details,シリアル番号の詳細
Serial No Service Contract Expiry,シリアルNOサービス契約の有効期限
Serial No Status,シリアルNOステータスません
Serial No Warranty Expiry,シリアルNO保証期限ません
Serial No is mandatory for Item {0},シリアルNOアイテム{0}のために必須です
Serial No {0} created,シリアルNO {0}を作成
Serial No {0} does not belong to Delivery Note {1},シリアルNO {0}納品書に属していません{1}
Serial No {0} does not belong to Item {1},シリアルNO {0}項目に属さない{1}
Serial No {0} does not belong to Warehouse {1},シリアルNO {0}倉庫に属していません{1}
Serial No {0} does not exist,シリアルNO {0}は存在しません
Serial No {0} has already been received,シリアルNOは{0}はすでに受信されている
Serial No {0} is under maintenance contract upto {1},シリアルNOは{0} {1}件まで保守契約下にある
Serial No {0} is under warranty upto {1},シリアルNOは{0} {1}件まで保証期間内である
Serial No {0} not in stock,{0}在庫切れのシリアル番号
Serial No {0} quantity {1} cannot be a fraction,シリアルNO {0}量{1}の割合にすることはできません
Serial No {0} status must be 'Available' to Deliver,シリアルNO {0}ステータスが配信する「利用可能」でなければなりません
Serial Nos Required for Serialized Item {0},直列化されたアイテムのシリアル番号が必要です{0}
Serial Number Series,シリアル番号のシリーズ
Serial number {0} entered more than once,シリアル番号は{0}が複数回入力された
Serialized Item {0} cannot be updated \					using Stock Reconciliation,シリアル化されたアイテムは、{0}を更新することはできません\株式調整を使用して
Series,シリーズ
Series List for this Transaction,このトランザクションのシリーズ一覧
Series Updated,シリーズ更新
Series Updated Successfully,シリーズは、正常に更新され
Series is mandatory,シリーズは必須です
Series {0} already used in {1},シリーズは、{0}はすでに{1}で使用
Service,サービス
Service Address,サービスアドレス
Service Tax,サービス税
Services,サービス
Set,セット
"Set Default Values like Company, Currency, Current Fiscal Year, etc.",会社、通貨、今期、などのように設定されたデフォルトの値
Set Item Group-wise budgets on this Territory. You can also include seasonality by setting the Distribution.,この領土に項目グループごとの予算を設定します。また、ディストリビューションを設定することで、季節を含めることができます。
Set Status as Available,利用可能としてセットされた状態
Set as Default,デフォルトとして設定
Set as Lost,ロストとして設定
Set prefix for numbering series on your transactions,あなたの取引に一連の番号の接頭辞を設定する
Set targets Item Group-wise for this Sales Person.,この営業担当者のための目標項目のグループごとのセット。
Setting Account Type helps in selecting this Account in transactions.,アカウントの種類を設定すると、トランザクションで、このアカウントを選択するのに役立ちます。
Setting this Address Template as default as there is no other default,他にデフォルトがないので、デフォルトとしてこのアドレステンプレートの設定
Setting up...,セットアップ...
Settings,設定
Settings for HR Module,人事モジュールの設定
"Settings to extract Job Applicants from a mailbox e.g. ""jobs@example.com""",メールボックスの例：「jobs@example.com」から求職者を抽出するための設定
Setup,セットアップ
Setup Already Complete!!,セットアップがすでに完了して！
Setup Complete,セットアップの完了
Setup SMS gateway settings,セットアップSMSゲートウェイの設定
Setup Series,セットアップシリーズ
Setup Wizard,セットアップ ウィザード
Setup incoming server for jobs email id. (e.g. jobs@example.com),ジョブの電子メールIDの設定受信メールサーバ。 （例えばjobs@example.com）
Setup incoming server for sales email id. (e.g. sales@example.com),販売電子メールIDのセットアップ受信サーバ。 （例えばsales@example.com）
Setup incoming server for support email id. (e.g. support@example.com),サポート電子メールIDのセットアップ受信サーバ。 （例えばsupport@example.com）
Share,シェア
Share With,と共有する
Shareholders Funds,株主のファンド
Shipments to customers.,顧客への出荷。
Shipping,配送
Shipping Account,出荷アカウント
Shipping Address,発送先
Shipping Amount,出荷量
Shipping Rule,出荷ルール
Shipping Rule Condition,送料ルール条件
Shipping Rule Conditions,送料ルール条件
Shipping Rule Label,出荷ルールラベル
Shop,店
Shopping Cart,カート
Short biography for website and other publications.,ウェブサイトや他の出版物のための短い伝記。
"Show ""In Stock"" or ""Not in Stock"" based on stock available in this warehouse.",この倉庫で利用可能な株式に基づいて「在庫切れ」「在庫あり」の表示または。
"Show / Hide features like Serial Nos, POS etc.",などのシリアル番号、POSなどの表示/非表示機能
Show In Website,ウェブサイトでのショー
Show a slideshow at the top of the page,ページの上部にスライドショーを表示する
Show in Website,ウェブサイトでのショー
Show rows with zero values,ゼロの値を持つ行を表示
Show this slideshow at the top of the page,ページの上部に、このスライドショーを表示する
Sick Leave,病気休暇
Signature,署名
Signature to be appended at the end of every email,署名はすべての電子メールの末尾に追加される
Single,シングル
Single unit of an Item.,アイテムの単一のユニット。
Sit tight while your system is being setup. This may take a few moments.,システムがセットアップされている間、じっと。これはしばらく時間がかかる場合があります。
Slideshow,スライドショー（一連の画像を順次表示するもの）
Soap & Detergent,石鹸＆洗剤
Software,ソフトウェア
Software Developer,ソフトウェア開発者
"Sorry, Serial Nos cannot be merged",申し訳ありませんが、シリアル番号をマージすることはできません
"Sorry, companies cannot be merged",申し訳ありませんが、企業はマージできません
Source,ソース
Source File,ソースファイル
Source Warehouse,ソース倉庫
Source and target warehouse cannot be same for row {0},ソースとターゲット·ウェアハウスは、行ごとに同じにすることはできません{0}
Source of Funds (Liabilities),資金源（負債）
Source warehouse is mandatory for row {0},ソース·ウェアハウスは、行{0}のために必須です
Spartan,スパルタの
"Special Characters except ""-"" and ""/"" not allowed in naming series",を除く特殊文字「 - 」や「/」シリーズの命名では使用できません
Specification Details,仕様の詳細
Specifications,仕様
"Specify a list of Territories, for which, this Price List is valid",そのため、この価格表が有効で、領土のリストを指定
"Specify a list of Territories, for which, this Shipping Rule is valid",そのため、この配送ルールが有効で、領土のリストを指定
"Specify a list of Territories, for which, this Taxes Master is valid",そのため、これはマスターが有効である税金、領土のリストを指定
"Specify the operations, operating cost and give a unique Operation no to your operations.",操作、運転コストを指定しないと、あなたの業務に固有のオペレーション·ノーを与える。
Split Delivery Note into packages.,パッケージに納品書を分割します。
Sports,スポーツ
Sr,SR
Standard,スタンダード
Standard Buying,標準購入
Standard Reports,標準レポート
Standard Selling,標準販売
Standard contract terms for Sales or Purchase.,販売または購入のための標準的な契約条件。
Start,開始
Start Date,開始日
Start date of current invoice's period,現在の請求書の期間の開始日
Start date should be less than end date for Item {0},開始日は項目の終了日未満でなければなりません{0}
State,都道府県
Statement of Account,計算書
Static Parameters,静的パラメータ
Status,ステータス
Status must be one of {0},状態は{0}のいずれかである必要があります
Status of {0} {1} is now {2},{0} {1}今の状態{2}
Status updated to {0},{0}に更新された状態
Statutory info and other general information about your Supplier,法定の情報とあなたのサプライヤーに関するその他の一般情報
Stay Updated,更新滞在
Stock,株式
Stock Adjustment,ストック調整
Stock Adjustment Account,ストック調整勘定
Stock Ageing,株式高齢化
Stock Analytics,株価分析
Stock Assets,株式資産
Stock Balance,株式残高
Stock Entries already created for Production Order ,
Stock Entry,株式エントリー
Stock Entry Detail,ストックエントリーの詳細
Stock Expenses,株式経費
Stock Frozen Upto,株式冷凍点で最大
Stock Ledger,株式元帳
Stock Ledger Entry,株式元帳エントリー
Stock Ledger entries balances updated,株式元帳が更新残高エントリ
Stock Level,在庫水準
Stock Liabilities,ストック負債
Stock Projected Qty,在庫数量を予測
Stock Queue (FIFO),株式キュー（FIFO）
Stock Received But Not Billed,株式受信したが銘打たれていません
Stock Reconcilation Data,株式Reconcilationデータ
Stock Reconcilation Template,株式Reconcilationテンプレート
Stock Reconciliation,株式調整
"Stock Reconciliation can be used to update the stock on a particular date, usually as per physical inventory.",在庫調整は、通常、物理的な棚卸の通り、特定の日に在庫を更新するために使用することができる。
Stock Settings,ストック設定
Stock UOM,株式UOM
Stock UOM Replace Utility,株式UOMユーティリティを交換してください
Stock UOM updatd for Item {0},アイテムのストックUOMのupdatd {0}
Stock Uom,株式UOM
Stock Value,株式価値
Stock Value Difference,ストック値の差
Stock balances updated,株式の残高が更新
Stock cannot be updated against Delivery Note {0},株価は納品書に対して更新することはできません{0}
Stock entries exist against warehouse {0} cannot re-assign or modify 'Master Name',ストックエントリは{0} 'のマスター名を「再割り当てまたは変更することはできませんハウスに対して存在
Stock transactions before {0} are frozen,{0}は凍結され、株式取引の前に
Stop,停止
Stop Birthday Reminders,誕生日リマインダを停止
Stop Material Request,素材要求を停止します
Stop users from making Leave Applications on following days.,次の日に休暇アプリケーションを作るからユーザーを停止します。
Stop!,止めて！
Stopped,停止
Stopped order cannot be cancelled. Unstop to cancel.,停止順序はキャンセルできません。キャンセルするには栓を抜く。
Stores,ストア
Stub,スタブ
Sub Assemblies,サブアセンブリ
"Sub-currency. For e.g. ""Cent""","サブの通貨。例えば、 ""のためのセント """
Subcontract,下請け
Subject,テーマ
Submit Salary Slip,給与伝票を提出
Submit all salary slips for the above selected criteria,上で選択した基準について、すべての給与伝票を提出
Submit this Production Order for further processing.,さらに処理するために、この製造指図書を提出。
Submitted,提出
Subsidiary,子会社
Successful: ,
Successfully Reconciled,首尾よく調整済み
Suggestions,示唆
Sunday,日曜日
Supplier,サプライヤー
Supplier (Payable) Account,サプライヤー（有料）アカウント
Supplier (vendor) name as entered in supplier master,サプライヤ·マスターに入力された供給者（ベンダ）名
Supplier > Supplier Type,サプライヤー>サプライヤタイプ
Supplier Account Head,サプライヤーアカウントヘッド
Supplier Address,サプライヤー住所
Supplier Addresses and Contacts,サプライヤーアドレスと連絡先
Supplier Details,サプライヤーの詳細
Supplier Intro,サプライヤーイントロ
Supplier Invoice Date,サプライヤの請求日
Supplier Invoice No,サプライヤの請求書はありません
Supplier Name,サプライヤー名
Supplier Naming By,サプライヤの指定することで
Supplier Part Number,サプライヤ部品番号
Supplier Quotation,サプライヤー見積
Supplier Quotation Item,サプライヤの見積明細
Supplier Reference,サプライヤリファレンス
Supplier Type,サプライヤータイプ
Supplier Type / Supplier,サプライヤータイプ/サプライヤー
Supplier Type master.,サプライヤータイプマスター。
Supplier Warehouse,サプライヤーの倉庫
Supplier Warehouse mandatory for sub-contracted Purchase Receipt,下請け購入時の領収書のための必須の供給業者の倉庫
Supplier database.,サプライヤのデータベース。
Supplier master.,サプライヤーマスター。
Supplier warehouse where you have issued raw materials for sub - contracting,あなたは、サブの原料を発行している供給業者の倉庫 - 請負
Supplier-Wise Sales Analytics,サプライヤー·ワイズセールス解析
Support,サポート
Support Analtyics,サポートAnaltyics
Support Analytics,サポート解析
Support Email,サポートメール
Support Email Settings,サポートメール設定
Support Password,サポートパスワード
Support Ticket,サポートチケット
Support queries from customers.,顧客からの問い合わせをサポートしています。
Symbol,シンボル
Sync Support Mails,同期のサポートメール
Sync with Dropbox,Dropboxのと同期
Sync with Google Drive,Googleのドライブと同期
System,システム
System Settings,システム設定
"System User (login) ID. If set, it will become default for all HR forms.",システムユーザー（ログイン）IDを指定します。設定すると、すべてのHRフォームのデフォルトになります。
TDS (Advertisement),TDS（広告）
TDS (Commission),TDS（委員会）
TDS (Contractor),TDS（施工業者）
TDS (Interest),TDS（金利）
TDS (Rent),TDS（賃貸）
TDS (Salary),TDS（給与）
Target  Amount,目標量
Target Detail,ターゲットの詳細
Target Details,ターゲットの詳細
Target Details1,ターゲットDetails1
Target Distribution,ターゲット配信
Target On,ターゲット上の
Target Qty,目標数量
Target Warehouse,ターゲット·ウェアハウス
Target warehouse in row {0} must be same as Production Order,行のターゲット·ウェアハウスは、{0}製造指図と同じでなければなりません
Target warehouse is mandatory for row {0},ターゲット·ウェアハウスは、行{0}のために必須です
Task,タスク
Task Details,タスクの詳細
Tasks,タスク
Tax,税金
Tax Amount After Discount Amount,割引額の後税額
Tax Assets,税金資産
Tax Category can not be 'Valuation' or 'Valuation and Total' as all items are non-stock items,税区分は、すべての項目として「評価」や「評価と合計 'にすることはできません非在庫項目です
Tax Rate,税率
Tax and other salary deductions.,税金やその他の給与の控除。
Tax detail table fetched from item master as a string and stored in this field.Used for Taxes and Charges,税の詳細テーブルには、文字列として品目マスタからフェッチし、このフィールドに格納されている。税金、料金のために使用します
Tax template for buying transactions.,トランザクションを購入するための税のテンプレート。
Tax template for selling transactions.,トランザクションを販売するための税のテンプレート。
Taxable,課税
Taxes,税金
Taxes and Charges,税および充満
Taxes and Charges Added,追加された税金、料金
Taxes and Charges Added (Company Currency),追加された税金、料金（会社通貨）
Taxes and Charges Calculation,税金、料金の計算
Taxes and Charges Deducted,控除税および充満
Taxes and Charges Deducted (Company Currency),控除税および充満（会社通貨）
Taxes and Charges Total,税金、料金の合計
Taxes and Charges Total (Company Currency),税金、料金合計（会社通貨）
Technology,テクノロジー
Telecommunications,電気通信
Telephone Expenses,電話経費
Television,テレビ
Template,テンプレート
Template for performance appraisals.,業績評価のためのテンプレート。
Template of terms or contract.,用語や契約のテンプレート。
Temporary Accounts (Assets),一時的なアカウント（資産）
Temporary Accounts (Liabilities),一時的なアカウント（負債）
Temporary Assets,一時的な資産
Temporary Liabilities,一時的な負債
Term Details,長期的な詳細
Terms,用語
Terms and Conditions,利用規約
Terms and Conditions Content,利用規約コンテンツ
Terms and Conditions Details,ご利用条件の詳細
Terms and Conditions Template,利用規約テンプレート
Terms and Conditions1,ご利用条件1
Terretory,Terretory
Territory,地域
Territory / Customer,領土/顧客
Territory Manager,テリトリーマネージャー
Territory Name,地域名
Territory Target Variance Item Group-Wise,領土ターゲット分散項目のグループごとの
Territory Targets,領土ターゲット
Test,テスト
Test Email Id,テスト電子メールID
Test the Newsletter,ニュースレターをテスト
The BOM which will be replaced,置き換えられるのBOM
The First User: You,まずユーザー：あなた
"The Item that represents the Package. This Item must have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes""","パッケージを表す項目。この項目は「はい」と「いいえ」のような「ストックアイテムです」と「販売項目である ""持っている必要があります"
The Organization,組織
"The account head under Liability, in which Profit/Loss will be booked",利益/損失が計上されている責任の下でアカウントヘッド、
The date on which next invoice will be generated. It is generated on submit.,次の請求書が生成された日付。これは、送信時に生成されます。
The date on which recurring invoice will be stop,定期的な請求書を停止される日
"The day of the month on which auto invoice will be generated e.g. 05, 28 etc ",
The day(s) on which you are applying for leave are holiday. You need not apply for leave.,あなたが休暇を申請している日（S）は休日です。あなたは休暇を申請する必要はありません。
The first Leave Approver in the list will be set as the default Leave Approver,リストの最初の脱退承認者は、デフォルトのままに承認者として設定されます
The first user will become the System Manager (you can change that later).,最初のユーザーはシステムマネージャ（あなたがそれを後で変更できます）となります。
The gross weight of the package. Usually net weight + packaging material weight. (for print),パッケージの総重量。正味重量+梱包材重量は通常。 （印刷用）
The name of your company for which you are setting up this system.,このシステムを設定しているために、あなたの会社の名前。
The net weight of this package. (calculated automatically as sum of net weight of items),このパッケージの正味重量。 （項目の正味重量の合計として自動的に計算）
The new BOM after replacement,交換後の部品表
The rate at which Bill Currency is converted into company's base currency,ビル·通貨は、会社の基本通貨に換算される速度
The unique id for tracking all recurring invoices. It is generated on submit.,すべての定期的な請求書を追跡するための固有のID。これは、送信時に生成されます。
"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.",その後、価格設定ルールは、お客様に基づいてフィルタリングされ、顧客グループ、地域、サプライヤー、サプライヤータイプ、キャンペーン、販売パートナーなど
There are more holidays than working days this month.,今月営業日以上の休日があります。
"There can only be one Shipping Rule Condition with 0 or blank value for ""To Value""","唯一の ""値を"" 0または空白値で1送料ルール条件がある場合もあります"
There is not enough leave balance for Leave Type {0},休暇タイプ{0}のための十分な休暇残高はありません
There is nothing to edit.,編集するものは何もありません。
There was an error. One probable reason could be that you haven't saved the form. Please contact support@erpnext.com if the problem persists.,エラーが発生しました。一つの可能性の高い原因は、フォームを保存していないことが考えられます。問題が解決しない場合はsupport@erpnext.comにお問い合わせください。
There were errors.,エラーが発生しました。
This Currency is disabled. Enable to use in transactions,この通貨は無効になっています。トランザクションで使用することを可能にする
This Leave Application is pending approval. Only the Leave Apporver can update status.,この休業申出は承認が保留されています。唯一の休暇Apporverは、ステータスを更新することができます。
This Time Log Batch has been billed.,今回はログ一括請求されています。
This Time Log Batch has been cancelled.,今回はログバッチはキャンセルされました。
This Time Log conflicts with {0},今回はログは{0}と競合
This format is used if country specific format is not found,国特定のフォーマットが見つからない場合は、この形式が使用され
This is a root account and cannot be edited.,これは、ルートアカウントで、編集することはできません。
This is a root customer group and cannot be edited.,これは、ルートの顧客グループであり、編集できません。
This is a root item group and cannot be edited.,これは、ルート·アイテム·グループであり、編集することはできません。
This is a root sales person and cannot be edited.,これは、ルートの販売員であり、編集できません。
This is a root territory and cannot be edited.,これは、ルートの領土であり、編集できません。
This is an example website auto-generated from ERPNext,これはERPNextから自動生成されたサンプル·サイトです
This is the number of the last created transaction with this prefix,これは、この接頭辞を持つ最後に作成したトランザクションの数です。
This will be used for setting rule in HR module,これは、HRモジュールでルールを設定するために使用される
Thread HTML,スレッドのHTML
Thursday,木曜日
Time Log,タイムログ
Time Log Batch,時間ログバッチ
Time Log Batch Detail,時間ログのバッチの詳細
Time Log Batch Details,時間ログバッチの詳細
Time Log Batch {0} must be 'Submitted',時間ログバッチは{0} '提出'でなければなりません
Time Log Status must be Submitted.,時間ログステータスを提出しなければなりません。
Time Log for tasks.,タスクの時間ログインします。
Time Log is not billable,時間ログが請求可能ではありません
Time Log {0} must be 'Submitted',時間ログは{0} '提出'でなければなりません
Time Zone,時間帯
Time Zones,タイムゾーン
Time and Budget,時間と予算
Time at which items were delivered from warehouse,アイテムが倉庫から納入された時刻
Time at which materials were received,材料は受信された時刻
Title,タイトル
Titles for print templates e.g. Proforma Invoice.,印刷テンプレートのタイトルは、プロフォーマインボイスを例えば。
To,おわり
To Currency,通貨に
To Date,現在まで
To Date should be same as From Date for Half Day leave,これまでの半日休暇のための日と同じである必要があります
To Date should be within the Fiscal Year. Assuming To Date = {0},これまでの年度内にする必要があります。これまでのと仮定= {0}
To Discuss,議論するために
To Do List,To Doリストを
To Package No.,番号をパッケージ化する
To Produce,生産する
To Time,時間に
To Value,値に
To Warehouse,倉庫に
"To add child nodes, explore tree and click on the node under which you want to add more nodes.",子ノードを追加するには、ツリーを探索し、より多くのノードを追加する下のノードをクリックします。
"To assign this issue, use the ""Assign"" button in the sidebar.",この問題を割り当てるには、サイドバーの「割り当て」ボタンを使用します。
To create a Bank Account,銀行口座を作成するには
To create a Tax Account,税アカウントを作成するには
"To create an Account Head under a different company, select the company and save customer.",別の会社の下でアカウントヘッドを作成するには、会社を選択して、顧客を保存します。
To date cannot be before from date,これまでに日からの前にすることはできません
To enable <b>Point of Sale</b> features,販売</ B>の機能の<B>ポイントを有効にするには
To enable <b>Point of Sale</b> view,販売</ B>表示の<B>ポイントを有効にするには
To get Item Group in details table,詳細テーブルで項目グループを取得するには
"To include tax in row {0} in Item rate, taxes in rows {1} must also be included",税金を含めるには、行に{0}商品相場では、行{1}内税も含まれている必要があります
"To merge, following properties must be same for both items",マージするには、次のプロパティが両方の項目で同じである必要があります
"To not apply Pricing Rule in a particular transaction, all applicable Pricing Rules should be disabled.",特定のトランザクションに価格設定ルールを適用しないように、適用されるすべての価格設定ルールを無効にする必要があります。
"To set this Fiscal Year as Default, click on 'Set as Default'",[既定値としてこの事業年度に設定するには、「デフォルトに設定」をクリックしてください
To track any installation or commissioning related work after sales,販売後のインストールや試運転に関連する作業を追跡するために、
"To track brand name in the following documents Delivery Note, Opportunity, Material Request, Item, Purchase Order, Purchase Voucher, Purchaser Receipt, Quotation, Sales Invoice, Sales BOM, Sales Order, Serial No",下記の書類の納品書、機会、素材の要求、アイテム、発注、購買伝票、購入者の領収書、見積書、納品書、販売BOM、受注、シリアル番号でのブランド名を追跡するには
To track item in sales and purchase documents based on their serial nos. This is can also used to track warranty details of the product.,販売中のアイテムを追跡し、そのシリアル番号に基づいてドキュメントを購入する。これはまた、製品の保証の詳細を追跡するために使用されることができる。
To track items in sales and purchase documents with batch nos<br><b>Preferred Industry: Chemicals etc</b>,売上高のアイテムを追跡し、バッチ番号検索<B>優先産業との文書を購入するには化学薬品など</ B>
To track items using barcode. You will be able to enter items in Delivery Note and Sales Invoice by scanning barcode of item.,バーコードを使用してアイテムを追跡します。あなたはアイテムのバーコードをスキャンして納品書や売上請求書の項目を入力することができます。
Too many columns. Export the report and print it using a spreadsheet application.,列が多すぎます。レポートをエクスポートして、スプレッドシートアプリケーションを使用して印刷します。
Tools,ツール
Total,合計
Total ({0}),合計（{0}）
Total Advance,総アドバンス
Total Amount,合計金額
Total Amount To Pay,支払総額
Total Amount in Words,言葉での合計金額
Total Billing This Year: ,
Total Characters,総キャラクター
Total Claimed Amount,合計請求額
Total Commission,総委員会
Total Cost,総費用
Total Credit,総功績
Total Debit,合計デビット
Total Debit must be equal to Total Credit. The difference is {0},合計デビットは総功績に等しくなければなりません。違いは、{0}
Total Deduction,合計控除
Total Earning,合計のご獲得
Total Experience,総経験
Total Hours,総時間数
Total Hours (Expected),合計時間（予定）
Total Invoiced Amount,合計請求された金額
Total Leave Days,総休暇日数
Total Leaves Allocated,割り当てられた全葉
Total Message(s),総メッセージ（S）
Total Operating Cost,運営費全体
Total Points,合計ポイント
Total Raw Material Cost,総原料コスト
Total Sanctioned Amount,総認可額
Total Score (Out of 5),総得点（5点満点）
Total Tax (Company Currency),合計税（企業通貨）
Total Taxes and Charges,合計税および充満
Total Taxes and Charges (Company Currency),合計税および充満（会社通貨）
Total allocated percentage for sales team should be 100,営業チームの総割り当てられた割合は100でなければなりません
Total amount of invoices received from suppliers during the digest period,ダイジェスト期間中に取引先から受け取った請求書の合計額
Total amount of invoices sent to the customer during the digest period,ダイジェスト期間中に顧客に送られた請求書の合計額
Total cannot be zero,合計はゼロにすることはできません
Total in words,言葉の総
Total points for all goals should be 100. It is {0},すべての目標の合計ポイントは100にする必要があります。それは{0}
Total valuation for manufactured or repacked item(s) can not be less than total valuation of raw materials,製造又は再包装の商品の総評価額は、原料の合計評価額より小さくすることはできません
Total weightage assigned should be 100%. It is {0},割り当てられた合計weightageは100％でなければならない。それは{0}
Totals,合計
Track Leads by Industry Type.,トラックは、産業の種類によってリード。
Track this Delivery Note against any Project,任意のプロジェクトに対してこの納品書を追跡
Track this Sales Order against any Project,任意のプロジェクトに対して、この受注を追跡
Transaction,取引
Transaction Date,取引日
Transaction not allowed against stopped Production Order {0},トランザクションが停止製造指図に対して許可されていません{0}
Transfer,交換
Transfer Material,転写材
Transfer Raw Materials,原料を移す
Transferred Qty,転送数量
Transportation,輸送
Transporter Info,ポーター情報
Transporter Name,トランスポーター名前
Transporter lorry number,輸送貨物自動車数
Travel,トラベル
Travel Expenses,旅費
Tree Type,ツリー型
Tree of Item Groups.,品目グループのツリー。
Tree of finanial Cost Centers.,finanialコストセンターのツリー。
Tree of finanial accounts.,finanialアカウントの木。
Trial Balance,試算表
Tuesday,火曜日
Type,データ型
Type of document to rename.,名前を変更するドキュメントのタイプ。
"Type of leaves like casual, sick etc.",カジュアル、病気などのような葉の種類
Types of Expense Claim.,経費請求の種類。
Types of activities for Time Sheets,タイムシートのための活動の種類
"Types of employment (permanent, contract, intern etc.).",雇用の種類（永続的、契約、インターンなど）。
UOM Conversion Detail,UOMコンバージョンの詳細（測定／計量単位変換の詳細）
UOM Conversion Details,UOMコンバージョンの詳細（測定／計量単位変更の詳細）
UOM Conversion Factor,UOM換算係数（測定／計量単位の換算係数）
UOM Conversion factor is required in row {0},UOM換算係数は、行に必要とされる{0}
UOM Name,UOM（測定／計量単位）の名前
UOM coversion factor required for UOM: {0} in Item: {1},UOM{0}の項目{1}に測定／計量単位の換算係数が必要です。
Under AMC,AMC（経営コンサルタント協会）の下で
Under Graduate,在学中の大学生
Under Warranty,保証期間中
Unit,ユニット／単位
Unit of Measure,計量／測定単位
Unit of Measure {0} has been entered more than once in Conversion Factor Table,測定単位{0}が変換係数表に複数回記入されました。
"Unit of measurement of this item (e.g. Kg, Unit, No, Pair).",（キログラク（質量）、ユニット（個）、数、組）の測定単位。
Units/Hour,単位/時間
Units/Shifts,単位/シフト（交替制）
Unpaid,未払い
Unreconciled Payment Details,未照合支払いの詳細
Unscheduled,予定外の／臨時の
